UNK,Sentiment,Emotion
01111,positive,relaxed
01111,positive,relaxed
11000,negative,worried
11000,negative,worried
11000,negative,worried
11000,negative,worried
11000,negative,worried
11000,negative,worried
11000,negative,worried
11001,neutral,neutral
11001,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
11000,negative,negative-other
11000,negative,negative-other
UNK,neutral,neutral
UNK,neutral,neutral
11000,negative,negative-other
UNK,neutral,neutral
11000,negative,negative-other
UNK,neutral,neutral
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
UNK,neutral,neutral
11000,negative,negative-other
11000,negative,negative-other
11000,negative,negative-other
UNK,neutral,neutral
11000,negative,anger
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,negative,anger
11000,negative,negative-other
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11101,negative,astonished
11101,negative,astonished
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11101,negative,astonished
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
UNK,neutral,neutral
UNK,neutral,neutral
11101,negative,anger
11101,negative,anger
UNK,neutral,neutral
UNK,neutral,neutral
11101,negative,anger
11101,negative,anger
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11101,negative,anger
11101,negative,anger
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11101,negative,anger
11101,negative,anger
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,positive,happy
11000,positive,happy
11000,positive,happy
UNK,positive,happy
UNK,positive,happy
11000,positive,happy
UNK,positive,happy
UNK,positive,happy
11000,positive,happy
11000,positive,happy
UNK,positive,happy
UNK,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
UNK,positive,happy
11000,positive,happy
UNK,negative,astonished
UNK,negative,astonished
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
UNK,negative,worried
UNK,negative,worried
11000,positive,happy
11000,positive,happy
11000,positive,happy
UNK,negative,worried
UNK,negative,worried
UNK,negative,worried
UNK,negative,worried
UNK,negative,worried
11000,positive,happy
11000,positive,happy
UNK,negative,negative-other
11000,positive,happy
UNK,negative,negative-other
UNK,negative,negative-other
11101,negative,depress
11101,negative,depress
11101,negative,depress
01101,neutral,neutral
11101,negative,depress
11101,negative,depress
11101,negative,depress
01101,negative,astonished
01101,negative,depress
11101,negative,depress
11101,negative,depress
11101,negative,depress
01101,negative,astonished
11101,negative,depress
11101,negative,depress
11101,negative,depress
11101,negative,depress
11101,negative,anger
11101,negative,anger
11101,negative,anger
01101,negative,astonished
11101,negative,worried
11101,negative,worried
11101,negative,worried
11101,negative,worried
11101,negative,worried
11101,negative,worried
01101,negative,astonished
11101,negative,worried
11101,negative,worried
11101,negative,worried
11101,negative,worried
11101,negative,worried
11101,negative,worried
11101,negative,worried
11101,negative,worried
11101,negative,worried
11101,negative,worried
11101,negative,worried
11101,negative,worried
01101,negative,worried
01111,positive,positive-other
01111,positive,positive-other
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11001,neutral,neutral
01111,negative,anger
01111,negative,anger
01111,negative,anger
11001,neutral,neutral
11001,neutral,neutral
01111,negative,anger
01111,negative,anger
11001,positive,happy
11001,positive,happy
11001,positive,happy
11001,positive,happy
01111,positive,happy
11001,positive,happy
01111,positive,happy
11001,positive,happy
11001,positive,happy
11001,positive,happy
11001,positive,happy
11001,positive,happy
01111,positive,happy
01111,positive,happy
01111,positive,happy
11001,positive,happy
11001,positive,happy
01111,positive,happy
11001,positive,happy
01111,positive,happy
01111,positive,happy
01111,positive,happy
11001,positive,happy
01111,negative,astonished
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
11001,neutral,neutral
01111,negative,anger
11001,negative,fear
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
11001,neutral,neutral
11001,neutral,neutral
01111,negative,anger
11001,positive,happy
11001,positive,happy
11001,positive,happy
11001,positive,happy
01111,negative,anger
01111,negative,anger
11001,positive,happy
11001,positive,happy
11001,positive,happy
11001,positive,happy
11001,positive,happy
11001,positive,happy
11001,positive,happy
11001,neutral,neutral
11001,neutral,neutral
01111,negative,depress
11001,positive,happy
11000,neutral,neutral
11000,neutral,neutral
11000,positive,happy
11000,negative,worried
11000,positive,happy
11000,negative,anger
11000,positive,happy
11000,negative,anger
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,neutral,neutral
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01101,neutral,neutral
01101,neutral,neutral
UNK,neutral,neutral
UNK,positive,grateful
01101,positive,happy
01101,positive,happy
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01101,positive,happy
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01101,negative,worried
01101,negative,worried
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01101,negative,worried
UNK,neutral,neutral
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,positive,happy
11000,positive,happy
11000,positive,happy
UNK,negative,worried
UNK,negative,worried
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
UNK,neutral,neutral
11000,positive,happy
11000,positive,happy
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11000,positive,happy
11000,positive,happy
UNK,neutral,neutral
UNK,neutral,neutral
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,positive,happy
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
11000,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
11101,neutral,neutral
11101,neutral,neutral
11101,neutral,neutral
11101,neutral,neutral
11101,neutral,neutral
11101,neutral,neutral
11101,neutral,neutral
11101,neutral,neutral
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
01101,negative,anger
11101,negative,anger
01101,negative,depress
11101,negative,astonished
01101,negative,depress
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
01101,negative,negative-other
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
01101,negative,anger
11101,positive,relaxed
11101,positive,relaxed
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
01101,negative,negative-other
UNK,neutral,neutral
UNK,neutral,neutral
01101,negative,negative-other
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11000,negative,anger
11000,negative,anger
01111,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,neutral,neutral
01111,neutral,neutral
01111,negative,worried
01111,negative,worried
01111,negative,worried
11000,negative,anger
11000,negative,anger
01111,neutral,neutral
01111,neutral,neutral
00111,positive,relaxed
00111,positive,relaxed
00111,positive,relaxed
00111,positive,relaxed
00111,positive,relaxed
UNK,positive,relaxed
UNK,positive,relaxed
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
00111,negative,negative-other
00111,negative,negative-other
01101,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
01101,negative,negative-other
01101,negative,negative-other
01101,negative,negative-other
01101,negative,negative-other
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
01101,negative,negative-other
00111,neutral,neutral
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
01101,neutral,neutral
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
01101,neutral,neutral
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
01101,neutral,neutral
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
11101,negative,anger
11101,negative,anger
11101,negative,anger
11101,negative,anger
01101,neutral,neutral
01101,neutral,neutral
11101,negative,anger
11101,negative,anger
11101,negative,anger
01101,neutral,neutral
01101,neutral,neutral
11101,negative,anger
01101,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
01101,negative,negative-other
00111,neutral,neutral
00111,neutral,neutral
01101,negative,negative-other
01101,negative,negative-other
01101,negative,negative-other
01101,negative,negative-other
01101,negative,negative-other
00111,negative,depress
01101,negative,negative-other
00111,negative,depress
00111,neutral,neutral
00111,neutral,neutral
00111,neutral,neutral
01101,negative,negative-other
00111,negative,negative-other
01111,neutral,neutral
01111,neutral,neutral
01111,neutral,neutral
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
11000,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01111,negative,anger
01101,neutral,neutral
UNK,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01101,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
UNK,neutral,neutral
01101,neutral,neutral
01101,neutral,neutral
UNK,negative,worried
UNK,negative,worried
UNK,negative,worried
UNK,negative,worried
UNK,negative,worried
UNK,negative,worried
UNK,negative,worried
01101,negative,negative-other
